month,month_label,feature_a,feature_b,pair_label,corr_value,abs_corr_value
OCT_16,October 2016,v10,swdown,v10 ~ swdown,-0.005859340754545671,0.005859340754545671
OCT_16,October 2016,v10,pblh,v10 ~ pblh,-0.049150020665856484,0.049150020665856484
OCT_16,October 2016,v10,psfc,v10 ~ psfc,-0.22270508812055734,0.22270508812055734
OCT_16,October 2016,v10,rain,v10 ~ rain,0.11840670060813431,0.11840670060813431
OCT_16,October 2016,v10,PM25,v10 ~ PM25,-0.22727719217433362,0.22727719217433362
OCT_16,October 2016,v10,NH3,v10 ~ NH3,-0.2518043029209656,0.2518043029209656
OCT_16,October 2016,v10,SO2,v10 ~ SO2,-0.23343933723036733,0.23343933723036733
OCT_16,October 2016,v10,NOx,v10 ~ NOx,-0.24249027638692683,0.24249027638692683
OCT_16,October 2016,v10,NMVOC_e,v10 ~ NMVOC_e,,
OCT_16,October 2016,v10,NMVOC_finn,v10 ~ NMVOC_finn,-0.25555325586700467,0.25555325586700467
OCT_16,October 2016,v10,bio,v10 ~ bio,-0.03617054262552115,0.03617054262552115
OCT_16,October 2016,swdown,pblh,swdown ~ pblh,0.6248972012689108,0.6248972012689108
OCT_16,October 2016,swdown,psfc,swdown ~ psfc,0.10938606344969451,0.10938606344969451
OCT_16,October 2016,swdown,rain,swdown ~ rain,-0.02442685452735141,0.02442685452735141
OCT_16,October 2016,swdown,PM25,swdown ~ PM25,0.4579824536390022,0.4579824536390022
OCT_16,October 2016,swdown,NH3,swdown ~ NH3,0.42526380808015096,0.42526380808015096
OCT_16,October 2016,swdown,SO2,swdown ~ SO2,0.45318561969550264,0.45318561969550264
OCT_16,October 2016,swdown,NOx,swdown ~ NOx,0.43681955694502517,0.43681955694502517
OCT_16,October 2016,swdown,NMVOC_e,swdown ~ NMVOC_e,,
OCT_16,October 2016,swdown,NMVOC_finn,swdown ~ NMVOC_finn,0.41930659448608415,0.41930659448608415
OCT_16,October 2016,swdown,bio,swdown ~ bio,0.9919127539946803,0.9919127539946803
OCT_16,October 2016,pblh,psfc,pblh ~ psfc,-0.16492202371127634,0.16492202371127634
OCT_16,October 2016,pblh,rain,pblh ~ rain,-0.049089385149054914,0.049089385149054914
OCT_16,October 2016,pblh,PM25,pblh ~ PM25,0.6389322796771997,0.6389322796771997
OCT_16,October 2016,pblh,NH3,pblh ~ NH3,0.6041434969248891,0.6041434969248891
OCT_16,October 2016,pblh,SO2,pblh ~ SO2,0.6343558075574816,0.6343558075574816
OCT_16,October 2016,pblh,NOx,pblh ~ NOx,0.6175200953960193,0.6175200953960193
OCT_16,October 2016,pblh,NMVOC_e,pblh ~ NMVOC_e,,
OCT_16,October 2016,pblh,NMVOC_finn,pblh ~ NMVOC_finn,0.5982323812876688,0.5982323812876688
OCT_16,October 2016,pblh,bio,pblh ~ bio,0.6430297366103254,0.6430297366103254
OCT_16,October 2016,psfc,rain,psfc ~ rain,-0.03224599568512153,0.03224599568512153
OCT_16,October 2016,psfc,PM25,psfc ~ PM25,0.09311959537643286,0.09311959537643286
OCT_16,October 2016,psfc,NH3,psfc ~ NH3,0.10668659967770362,0.10668659967770362
OCT_16,October 2016,psfc,SO2,psfc ~ SO2,0.09652358622819508,0.09652358622819508
OCT_16,October 2016,psfc,NOx,psfc ~ NOx,0.10225370458627916,0.10225370458627916
OCT_16,October 2016,psfc,NMVOC_e,psfc ~ NMVOC_e,,
OCT_16,October 2016,psfc,NMVOC_finn,psfc ~ NMVOC_finn,0.10917678189684311,0.10917678189684311
OCT_16,October 2016,psfc,bio,psfc ~ bio,0.09122218758099594,0.09122218758099594
OCT_16,October 2016,rain,PM25,rain ~ PM25,-0.038061424623584764,0.038061424623584764
OCT_16,October 2016,rain,NH3,rain ~ NH3,-0.03860001798368744,0.03860001798368744
OCT_16,October 2016,rain,SO2,rain ~ SO2,-0.03840331737719598,0.03840331737719598
OCT_16,October 2016,rain,NOx,rain ~ NOx,-0.03828244246674739,0.03828244246674739
OCT_16,October 2016,rain,NMVOC_e,rain ~ NMVOC_e,,
OCT_16,October 2016,rain,NMVOC_finn,rain ~ NMVOC_finn,-0.038602371129904486,0.038602371129904486
OCT_16,October 2016,rain,bio,rain ~ bio,-0.025201920784055514,0.025201920784055514
OCT_16,October 2016,PM25,NH3,PM25 ~ NH3,0.9974719728930653,0.9974719728930653
OCT_16,October 2016,PM25,SO2,PM25 ~ SO2,0.9997945763252791,0.9997945763252791
OCT_16,October 2016,PM25,NOx,PM25 ~ NOx,0.9985784366838657,0.9985784366838657
OCT_16,October 2016,PM25,NMVOC_e,PM25 ~ NMVOC_e,,
OCT_16,October 2016,PM25,NMVOC_finn,PM25 ~ NMVOC_finn,0.9964296732818729,0.9964296732818729
OCT_16,October 2016,PM25,bio,PM25 ~ bio,0.481471965967328,0.481471965967328
OCT_16,October 2016,NH3,SO2,NH3 ~ SO2,0.9981612960062737,0.9981612960062737
OCT_16,October 2016,NH3,NOx,NH3 ~ NOx,0.9996084122923395,0.9996084122923395
OCT_16,October 2016,NH3,NMVOC_e,NH3 ~ NMVOC_e,,
OCT_16,October 2016,NH3,NMVOC_finn,NH3 ~ NMVOC_finn,0.999890807808619,0.999890807808619
OCT_16,October 2016,NH3,bio,NH3 ~ bio,0.44979081576940616,0.44979081576940616
OCT_16,October 2016,SO2,NOx,SO2 ~ NOx,0.998829118593709,0.998829118593709
OCT_16,October 2016,SO2,NMVOC_e,SO2 ~ NMVOC_e,,
OCT_16,October 2016,SO2,NMVOC_finn,SO2 ~ NMVOC_finn,0.9972201810168949,0.9972201810168949
OCT_16,October 2016,SO2,bio,SO2 ~ bio,0.4773563178466094,0.4773563178466094
OCT_16,October 2016,NOx,NMVOC_e,NOx ~ NMVOC_e,,
OCT_16,October 2016,NOx,NMVOC_finn,NOx ~ NMVOC_finn,0.9993396618407119,0.9993396618407119
OCT_16,October 2016,NOx,bio,NOx ~ bio,0.46075040877584844,0.46075040877584844
OCT_16,October 2016,NMVOC_e,NMVOC_finn,NMVOC_e ~ NMVOC_finn,,
OCT_16,October 2016,NMVOC_e,bio,NMVOC_e ~ bio,,
OCT_16,October 2016,NMVOC_finn,bio,NMVOC_finn ~ bio,0.44391614387686545,0.44391614387686545
DEC_16,December 2016,cpm25,q2,cpm25 ~ q2,-0.6156598205868199,0.6156598205868199
DEC_16,December 2016,cpm25,t2,cpm25 ~ t2,-0.7238607757941374,0.7238607757941374
DEC_16,December 2016,cpm25,u10,cpm25 ~ u10,-0.14171362238212779,0.14171362238212779
DEC_16,December 2016,cpm25,v10,cpm25 ~ v10,0.23169557556497922,0.23169557556497922
DEC_16,December 2016,cpm25,swdown,cpm25 ~ swdown,-0.43473347376495874,0.43473347376495874
DEC_16,December 2016,cpm25,pblh,cpm25 ~ pblh,-0.7485819130719564,0.7485819130719564
DEC_16,December 2016,cpm25,psfc,cpm25 ~ psfc,-0.20229867124283038,0.20229867124283038
DEC_16,December 2016,cpm25,rain,cpm25 ~ rain,0.018881919428368713,0.018881919428368713
DEC_16,December 2016,cpm25,PM25,cpm25 ~ PM25,-0.5847707442358863,0.5847707442358863
DEC_16,December 2016,cpm25,NH3,cpm25 ~ NH3,-0.6155604528398725,0.6155604528398725
DEC_16,December 2016,cpm25,SO2,cpm25 ~ SO2,-0.5907656167628801,0.5907656167628801
DEC_16,December 2016,cpm25,NOx,cpm25 ~ NOx,-0.6100753074065591,0.6100753074065591
DEC_16,December 2016,cpm25,NMVOC_e,cpm25 ~ NMVOC_e,,
DEC_16,December 2016,cpm25,NMVOC_finn,cpm25 ~ NMVOC_finn,-0.6314388897515752,0.6314388897515752
DEC_16,December 2016,cpm25,bio,cpm25 ~ bio,-0.4761775498152948,0.4761775498152948
DEC_16,December 2016,q2,t2,q2 ~ t2,0.5196912000970663,0.5196912000970663
DEC_16,December 2016,q2,u10,q2 ~ u10,-0.12615278575766647,0.12615278575766647
DEC_16,December 2016,q2,v10,q2 ~ v10,-0.10126910617331576,0.10126910617331576
DEC_16,December 2016,q2,swdown,q2 ~ swdown,0.18415200052345196,0.18415200052345196
DEC_16,December 2016,q2,pblh,q2 ~ pblh,0.35298655143574875,0.35298655143574875
DEC_16,December 2016,q2,psfc,q2 ~ psfc,0.33437892809292946,0.33437892809292946
DEC_16,December 2016,q2,rain,q2 ~ rain,0.13869732227195178,0.13869732227195178
DEC_16,December 2016,q2,PM25,q2 ~ PM25,0.14601384873803028,0.14601384873803028
DEC_16,December 2016,q2,NH3,q2 ~ NH3,0.15795981985262642,0.15795981985262642
DEC_16,December 2016,q2,SO2,q2 ~ SO2,0.15301028860642943,0.15301028860642943
DEC_16,December 2016,q2,NOx,q2 ~ NOx,0.14710980140684454,0.14710980140684454
DEC_16,December 2016,q2,NMVOC_e,q2 ~ NMVOC_e,,
DEC_16,December 2016,q2,NMVOC_finn,q2 ~ NMVOC_finn,0.1648910894325597,0.1648910894325597
DEC_16,December 2016,q2,bio,q2 ~ bio,0.20785536357156167,0.20785536357156167
DEC_16,December 2016,t2,u10,t2 ~ u10,0.45019299256927214,0.45019299256927214
DEC_16,December 2016,t2,v10,t2 ~ v10,-0.06028890975735458,0.06028890975735458
DEC_16,December 2016,t2,swdown,t2 ~ swdown,0.7789846719399672,0.7789846719399672
DEC_16,December 2016,t2,pblh,t2 ~ pblh,0.8800164199672454,0.8800164199672454
DEC_16,December 2016,t2,psfc,t2 ~ psfc,0.053397284536624956,0.053397284536624956
DEC_16,December 2016,t2,rain,t2 ~ rain,-0.008911809137648012,0.008911809137648012
DEC_16,December 2016,t2,PM25,t2 ~ PM25,0.828337140010839,0.828337140010839
DEC_16,December 2016,t2,NH3,t2 ~ NH3,0.8400886212254025,0.8400886212254025
DEC_16,December 2016,t2,SO2,t2 ~ SO2,0.8282629124128779,0.8282629124128779
DEC_16,December 2016,t2,NOx,t2 ~ NOx,0.8394908754473569,0.8394908754473569
DEC_16,December 2016,t2,NMVOC_e,t2 ~ NMVOC_e,,
DEC_16,December 2016,t2,NMVOC_finn,t2 ~ NMVOC_finn,0.8429871988333949,0.8429871988333949
DEC_16,December 2016,t2,bio,t2 ~ bio,0.8061641026103178,0.8061641026103178
DEC_16,December 2016,u10,v10,u10 ~ v10,0.47506760479455223,0.47506760479455223
DEC_16,December 2016,u10,swdown,u10 ~ swdown,0.390174641433974,0.390174641433974
DEC_16,December 2016,u10,pblh,u10 ~ pblh,0.4418568893381413,0.4418568893381413
DEC_16,December 2016,u10,psfc,u10 ~ psfc,-0.6064307565040402,0.6064307565040402
DEC_16,December 2016,u10,rain,u10 ~ rain,-0.014984007357462813,0.014984007357462813
DEC_16,December 2016,u10,PM25,u10 ~ PM25,0.4722812750047209,0.4722812750047209
DEC_16,December 2016,u10,NH3,u10 ~ NH3,0.4868383247074994,0.4868383247074994
DEC_16,December 2016,u10,SO2,u10 ~ SO2,0.47502979995276107,0.47502979995276107
DEC_16,December 2016,u10,NOx,u10 ~ NOx,0.4758329290744654,0.4758329290744654
DEC_16,December 2016,u10,NMVOC_e,u10 ~ NMVOC_e,,
DEC_16,December 2016,u10,NMVOC_finn,u10 ~ NMVOC_finn,0.48055097736601843,0.48055097736601843
DEC_16,December 2016,u10,bio,u10 ~ bio,0.40284003788174644,0.40284003788174644
DEC_16,December 2016,v10,swdown,v10 ~ swdown,-0.10638279241212459,0.10638279241212459
DEC_16,December 2016,v10,pblh,v10 ~ pblh,-0.06152205476569462,0.06152205476569462
DEC_16,December 2016,v10,psfc,v10 ~ psfc,-0.673658149972027,0.673658149972027
DEC_16,December 2016,v10,rain,v10 ~ rain,0.11782818796550575,0.11782818796550575
DEC_16,December 2016,v10,PM25,v10 ~ PM25,-0.1570257081989073,0.1570257081989073
DEC_16,December 2016,v10,NH3,v10 ~ NH3,-0.16100985140229276,0.16100985140229276
DEC_16,December 2016,v10,SO2,v10 ~ SO2,-0.1608416964222468,0.1608416964222468
DEC_16,December 2016,v10,NOx,v10 ~ NOx,-0.15234983055279053,0.15234983055279053
DEC_16,December 2016,v10,NMVOC_e,v10 ~ NMVOC_e,,
DEC_16,December 2016,v10,NMVOC_finn,v10 ~ NMVOC_finn,-0.16245523289810943,0.16245523289810943
DEC_16,December 2016,v10,bio,v10 ~ bio,-0.10305061736450118,0.10305061736450118
DEC_16,December 2016,swdown,pblh,swdown ~ pblh,0.6411611072967935,0.6411611072967935
DEC_16,December 2016,swdown,psfc,swdown ~ psfc,0.12938673924660582,0.12938673924660582
DEC_16,December 2016,swdown,rain,swdown ~ rain,-0.03763564076818262,0.03763564076818262
DEC_16,December 2016,swdown,PM25,swdown ~ PM25,0.7479220098850586,0.7479220098850586
DEC_16,December 2016,swdown,NH3,swdown ~ NH3,0.7435102111837736,0.7435102111837736
DEC_16,December 2016,swdown,SO2,swdown ~ SO2,0.7376110892868907,0.7376110892868907
DEC_16,December 2016,swdown,NOx,swdown ~ NOx,0.7560578453206518,0.7560578453206518
DEC_16,December 2016,swdown,NMVOC_e,swdown ~ NMVOC_e,,
DEC_16,December 2016,swdown,NMVOC_finn,swdown ~ NMVOC_finn,0.7382708504509568,0.7382708504509568
DEC_16,December 2016,swdown,bio,swdown ~ bio,0.9901859313076631,0.9901859313076631
DEC_16,December 2016,pblh,psfc,pblh ~ psfc,-0.118184579035763,0.118184579035763
DEC_16,December 2016,pblh,rain,pblh ~ rain,-0.0684035396827844,0.0684035396827844
DEC_16,December 2016,pblh,PM25,pblh ~ PM25,0.8163292404464111,0.8163292404464111
DEC_16,December 2016,pblh,NH3,pblh ~ NH3,0.8571473838882372,0.8571473838882372
DEC_16,December 2016,pblh,SO2,pblh ~ SO2,0.8124659519712117,0.8124659519712117
DEC_16,December 2016,pblh,NOx,pblh ~ NOx,0.8739222866782969,0.8739222866782969
DEC_16,December 2016,pblh,NMVOC_e,pblh ~ NMVOC_e,,
DEC_16,December 2016,pblh,NMVOC_finn,pblh ~ NMVOC_finn,0.8850929411323222,0.8850929411323222
DEC_16,December 2016,pblh,bio,pblh ~ bio,0.6765283180982212,0.6765283180982212
DEC_16,December 2016,psfc,rain,psfc ~ rain,-0.026708588203467325,0.026708588203467325
DEC_16,December 2016,psfc,PM25,psfc ~ PM25,0.04830187427668586,0.04830187427668586
DEC_16,December 2016,psfc,NH3,psfc ~ NH3,0.017274199953452436,0.017274199953452436
DEC_16,December 2016,psfc,SO2,psfc ~ SO2,0.049023800325876436,0.049023800325876436
DEC_16,December 2016,psfc,NOx,psfc ~ NOx,0.0047160842226904205,0.0047160842226904205
DEC_16,December 2016,psfc,NMVOC_e,psfc ~ NMVOC_e,,
DEC_16,December 2016,psfc,NMVOC_finn,psfc ~ NMVOC_finn,-0.003256543233567926,0.003256543233567926
DEC_16,December 2016,psfc,bio,psfc ~ bio,0.11994959843978988,0.11994959843978988
DEC_16,December 2016,rain,PM25,rain ~ PM25,-0.06280692161258239,0.06280692161258239
DEC_16,December 2016,rain,NH3,rain ~ NH3,-0.06401138640962069,0.06401138640962069
DEC_16,December 2016,rain,SO2,rain ~ SO2,-0.060874758239944184,0.060874758239944184
DEC_16,December 2016,rain,NOx,rain ~ NOx,-0.06722175231320948,0.06722175231320948
DEC_16,December 2016,rain,NMVOC_e,rain ~ NMVOC_e,,
DEC_16,December 2016,rain,NMVOC_finn,rain ~ NMVOC_finn,-0.06485374793097996,0.06485374793097996
DEC_16,December 2016,rain,bio,rain ~ bio,-0.029948759655700537,0.029948759655700537
DEC_16,December 2016,PM25,NH3,PM25 ~ NH3,0.992446137248512,0.992446137248512
DEC_16,December 2016,PM25,SO2,PM25 ~ SO2,0.9989744516035317,0.9989744516035317
DEC_16,December 2016,PM25,NOx,PM25 ~ NOx,0.9817877015772128,0.9817877015772128
DEC_16,December 2016,PM25,NMVOC_e,PM25 ~ NMVOC_e,,
DEC_16,December 2016,PM25,NMVOC_finn,PM25 ~ NMVOC_finn,0.9754170766924325,0.9754170766924325
DEC_16,December 2016,PM25,bio,PM25 ~ bio,0.7801269307671925,0.7801269307671925
DEC_16,December 2016,NH3,SO2,NH3 ~ SO2,0.9904392654011035,0.9904392654011035
DEC_16,December 2016,NH3,NOx,NH3 ~ NOx,0.9947957280860984,0.9947957280860984
DEC_16,December 2016,NH3,NMVOC_e,NH3 ~ NMVOC_e,,
DEC_16,December 2016,NH3,NMVOC_finn,NH3 ~ NMVOC_finn,0.9944834662553275,0.9944834662553275
DEC_16,December 2016,NH3,bio,NH3 ~ bio,0.7780150882626959,0.7780150882626959
DEC_16,December 2016,SO2,NOx,SO2 ~ NOx,0.9761459921444696,0.9761459921444696
DEC_16,December 2016,SO2,NMVOC_e,SO2 ~ NMVOC_e,,
DEC_16,December 2016,SO2,NMVOC_finn,SO2 ~ NMVOC_finn,0.9713721437375403,0.9713721437375403
DEC_16,December 2016,SO2,bio,SO2 ~ bio,0.7718198422871055,0.7718198422871055
DEC_16,December 2016,NOx,NMVOC_e,NOx ~ NMVOC_e,,
DEC_16,December 2016,NOx,NMVOC_finn,NOx ~ NMVOC_finn,0.9973204271073606,0.9973204271073606
DEC_16,December 2016,NOx,bio,NOx ~ bio,0.7876674300993067,0.7876674300993067
DEC_16,December 2016,NMVOC_e,NMVOC_finn,NMVOC_e ~ NMVOC_finn,,
DEC_16,December 2016,NMVOC_e,bio,NMVOC_e ~ bio,,
DEC_16,December 2016,NMVOC_finn,bio,NMVOC_finn ~ bio,0.7735193586742197,0.7735193586742197
